Class	30	30	30	30	30	30	30	30	30	30	30	30	60	60	60	60	60	60	60	60	60	60	60	60
Samples	X17807	X17817	X17822	X17831	X17839	X17872	X17875	X17953	X17981	X17998	X18012	X18020	X17771	X17782	X17812	X17816	X17842	X17843	X17845	X17893	X17913	X17933	X17960	X17991
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__uncultured_Bacteroidales__ASV1403	0.127534805519674	0.204862858580775	0.000911715544750038	0.341875580315692	0.26027333581257	0.329078014184397	0.346124814336848	0.294863027474959	0.152774983794899	0.0125425733689556	0.00944415998179439	0.0900941281936351	0.120825163266298	0.000499902796678424	0.361399671951886	0.286564919625257	0.385183443085607	0.311523909193367	0.414745602614179	0.169297090168842	0.113642790772836	0.000708273175515541	0.187015483628309	0.0336316275943198
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__uncultured_Bacteroidales__ASV1360	0.0457238932972463	0.0712757926522396	0	0.112349117920149	0.0944589066567497	0.112236856917708	0.115318123158587	0.100909127478981	0.0528174523346521	0.00477229620867579	0.00273084144051886	0.0297246927268867	0.0424087248213389	0	0.12495118331641	0.0931777999065174	0.13087958607714	0.108094509740782	0.140997166270966	0.0573584001915938	0.0405809396840787	0	0.0648389995194015	0.011112511553651
Verrucomicrobiota__Verrucomicrobiae__Verrucomicrobiales__Akkermansiaceae__Akkermansia__uncultured_bacterium__ASV171	0.0197453404687212	0.0814984901862104	0.0480929949855645	0.06961135429102	0.0219877277798438	0.0375098502758077	0.02861038739682	0.0207570698740899	0.0946601399226625	0.0165602757326698	0.0922796836775331	0.0443275378046191	0.03448443500948	0.117254978198684	0.065668202764977	0.0851504867193692	0.0717074317968015	0.0238689421993238	0.0391105664905159	0.0123099030056281	0.0111905627600695	0.0116320248440437	0.016946319242744	0.0452693051004117
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__uncultured_bacterium__ASV953	0.0811137766295544	0.0302277302466029	0.000253254317986122	0.0403767077861785	0.0484148382298252	0.0308454351007542	0.0446322043390392	0.080252624803894	0.0810255034757147	0.0419105500377297	0.123542128918473	0.072778315128925	0.157902412938145	0.000527675174271669	0.0233148480824807	0.00524315646147906	0.0266462841015992	0.0298059893736918	0.0281075285287585	0.0172673931265717	0.00452470407627358	0	0.0478508891071317	0.0900344508864801
Bacteroidota__Bacteroidia__Bacteroidales__Rikenellaceae__Alistipes__uncultured_bacterium__ASV249	0.000164031904205368	0.00110090588827378	0.000177278022590285	0.0305610823716673	0.0665674972108591	0	0.00224013246000633	0.0906512731807394	0.00637028096291826	0.0401158403524157	0.02599988621494	0.0196985066880559	0.00325722341959844	0.188352264837393	0.0091384831680075	0.000142256183063385	0.103574788334901	0.15102237964901	0.0802889893033111	0.031876421985391	0.0935442168626025	0.000163447655888202	0.0696867751844035	0.0242416603646752
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__unidentified__ASV1308	0.000389575772487749	0	0.000101301727194449	0	0.000883227965786538	0	0.0374004723757579	0.000181020958204272	0.053756230581819	0.108274019537862	0.0527109290550151	0.0533864917785274	0.0527151631042474	0.229955286472075	0.0560806061079435	0.0200174771882049	0.000446848541862653	0.000261632587345033	0.000153174542391055	0.024787450604718	0.0678099624287965	0.000326895311776404	0.0113880936958021	0.0625157549785732
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__uncultured_bacterium__ASV1278	0.0370712103504132	0.0603610971313538	0.266448867953199	0.0358137684042977	0.0625464856824098	0.0340200382753574	0.00735347829262948	0	0.00500681731822347	0.00513939591703547	0.00805029299652956	0.0166788553634198	0.0227195384789901	0	0.0254042021401234	0.0532851017131709	0.0186735653809972	0.0386612461761391	0.0161599142222563	0.00974733564842534	0.00975639316446491	0.000163447655888202	0.00503583592786844	0.00317200235274347
Firmicutes__Bacilli__Erysipelotrichales__Erysipelotrichaceae__Ileibacterium__Ileibacterium_valens__ASV1343	0.0247483135469849	0.0422747861097131	0.0845109659119688	0.0387849847459875	0.0728198214949796	0.0432286389733198	0.0455818257079549	0	0.0336842575828695	0.000326310851875268	0.0367810206519884	0.063601406025148	0.00505598859161549	0.000138861887966229	0.00538936186831211	0.000751925539049322	0.00999529633113829	0.00953952664627274	0.000331878175180618	0.0341515986109448	0.015957661697572	0	0.0587792799381491	0.0428325350810856
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__NA__ASV557	0.0492095712616104	0.025415198792149	0	0.0275368085953044	0.000650799553737449	0.0288641224811438	0.00942316589154837	0	0.0197366950535327	0.0798033977117451	0.065284178187404	0.0429828493241171	0	0	0	0	0	0	0	0.0456232786492636	0.0673453722781077	0	0.0319284535177717	0.0591756995210487
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__uncultured_bacterium__ASV397	0.0475077402554797	0.0257297433316558	0.153345489540597	0.0259981429897864	0.0226617701747862	0.0612405718788697	0.0238379312863717	0	0.0124946914325309	0.0301021760854934	0.0281049098253399	0.0318714760904952	0.00625516537296018	0	0.0323361712098727	0.0171926758388034	0.000141110065851364	0	0.000153174542391055	0.00179619207280565	0.000525188865996041	0	0.0021104540610569	0.0176035627258214
Bacteroidota__Bacteroidia__Bacteroidales__Muribaculaceae__Muribaculaceae__NA__ASV182	0.0439605503270386	0.0241570206341218	0	0.0244064199495954	0.000557828188917813	0.0274231678486998	0.00910662543524313	0	0.0184849907239768	0.0770705443272898	0.0618706263867554	0.0379579607917148	0.000129640733118346	0	0	0	0	0	0	0.0427733205604119	0.0638710459338262	0	0.030800091940573	0.0519074027392656
